song_id,kl_mixed,kl_sep
786.0,0.48593283,1.1565013
788.0,1.6811674,1.5054712
789.0,3.4431524,1.5241034
790.0,0.46350288,0.26450646
791.0,0.13521194,0.017180681
792.0,0.44761777,0.68359387
793.0,0.16351545,0.7138001
794.0,0.35006106,0.09819794
796.0,1.4837611,0.7556634
797.0,0.6032375,2.1765904
798.0,0.2700143,0.5623679
799.0,0.5289459,0.69032574
801.0,1.9909554,0.3650353
803.0,0.1657306,0.11815643
804.0,0.82779074,0.9214921
806.0,0.42274845,1.7738006
807.0,0.97217655,0.07003331
808.0,1.2606413,0.52292824
809.0,3.85458,1.9158118
810.0,0.6534172,1.4398541
812.0,0.3501191,0.34439576
813.0,0.46782768,0.5242722
814.0,0.5470736,2.8658018
815.0,1.2746012,0.29879498
816.0,0.5464159,0.26240778
818.0,3.8666244,1.5482736
820.0,0.62565935,0.43002415
821.0,0.045801044,0.024400353
823.0,0.21176052,0.013625026
824.0,1.2502823,2.3202038
825.0,4.4429607,10.924555
827.0,4.200866,9.591622
828.0,0.061365724,0.6233041
829.0,0.8696768,4.099701
830.0,0.39261508,0.5503894
831.0,5.9869556,9.157267
832.0,0.3234887,0.3663466
833.0,0.21137142,0.52057934
834.0,1.4722319,2.1210713
835.0,1.1947904,0.08371687
836.0,0.32487416,0.23252106
837.0,0.22407842,0.0653348
839.0,0.07002473,0.11157668
842.0,1.2712526,0.7443019
844.0,0.09627581,0.051899433
846.0,1.8547788,1.3581076
847.0,1.2531486,0.7608249
848.0,0.856076,0.83226204
850.0,0.6425804,0.4253943
851.0,2.8433719,0.534376
852.0,0.901227,0.40331316
853.0,0.23735905,0.7528827
854.0,0.34003747,0.29415536
855.0,1.444058,1.778754
857.0,4.788642,3.1910453
858.0,0.5837451,0.7010156
859.0,0.42343712,0.54199433
860.0,0.50020087,0.4603616
861.0,0.263587,0.24426031
862.0,0.7317562,0.66178846
863.0,1.13375,0.41467583
864.0,0.45657265,0.22416544
865.0,0.71648526,0.87557435
868.0,0.4274249,0.11357355
869.0,3.2998352,1.3512144
870.0,0.35345304,0.2297666
871.0,0.3099898,0.44930148
876.0,0.3221438,0.20723319
879.0,0.23616803,1.1397064
880.0,0.49576008,0.71218467
881.0,0.16731262,0.206352
882.0,0.53750086,0.544466
883.0,0.44868648,0.46273136
884.0,2.1635866,2.398111
885.0,0.32782412,0.10119295
886.0,1.4610355,3.535616
888.0,2.708892,9.801151
889.0,0.03819394,0.12880516
890.0,3.4446993,5.748441
892.0,0.5840869,0.3110417
894.0,1.4459991,0.1956265
895.0,1.0261405,3.2710361
896.0,0.12139118,0.37982774
897.0,1.3378787,0.34805286
900.0,0.56570137,0.37875032
903.0,0.41566253,0.79206467
904.0,0.30085564,0.7145469
905.0,1.2348273,0.30419397
906.0,2.1879992,0.7505803
907.0,0.4644611,0.37924623
908.0,1.1798897,0.84313154
909.0,0.19752276,0.20598364
911.0,0.74843967,0.3073802
913.0,0.7449539,0.65938735
915.0,0.13614798,1.6288309
916.0,2.3196092,0.62561655
917.0,0.43365383,3.1653852
918.0,1.2792172,1.6775374
919.0,2.1909664,5.520791
921.0,4.1704035,3.6828332
922.0,0.13906491,0.014916301
924.0,0.24653506,1.2509155
925.0,0.38843036,0.6766045
926.0,3.144452,0.9505153
927.0,3.3946543,1.8934691
928.0,0.86363196,4.424712
929.0,0.5760269,0.77262044
931.0,1.8539665,0.8969879
932.0,0.062309623,1.6553049
933.0,0.44836032,0.445024
934.0,1.9223056,0.9623413
935.0,2.103181,0.32152176
936.0,1.7333031,0.20664048
937.0,1.106225,0.7956042
938.0,0.42588127,0.36408043
939.0,0.53464055,0.5874624
940.0,0.24682832,0.6770096
941.0,2.4448428,0.9584271
943.0,0.80195093,1.1565177
945.0,0.32124138,0.48180366
946.0,1.075638,0.36555576
948.0,0.7286873,0.20311451
950.0,0.6397629,0.063586
951.0,0.9645357,0.8837762
952.0,0.7014288,0.419608
953.0,1.3326955,0.86794925
957.0,1.6864572,0.59184074
958.0,2.7311034,2.25578
959.0,0.88536406,1.0822728
962.0,3.6228456,2.2384732
964.0,0.5683919,0.23320639
965.0,0.47671568,0.7129805
966.0,0.7526146,0.40499306
967.0,0.28809285,2.2243283
968.0,2.6330671,0.4843042
969.0,3.4788628,2.2682128
970.0,0.5655737,0.4354775
971.0,0.8418369,2.8930755
973.0,0.8525033,0.9046805
974.0,0.45811415,0.6242943
978.0,0.42133474,0.4006853
979.0,0.7468555,0.18204463
980.0,0.5202409,0.9317286
981.0,0.36132908,0.43703842
983.0,0.8395699,0.7841642
984.0,0.8482678,2.0758216
985.0,0.063630104,0.040957212
989.0,1.193433,0.715868
992.0,0.3831805,0.2889105
993.0,0.42287183,2.613775
996.0,0.5215342,0.78704834
997.0,0.93225193,0.84250903
999.0,0.07359767,0.2114253
1000.0,1.2672229,1.079942
